OrderDate,Region,Category,SubCategory,Sales,Quantity,Discount,Profit
09/09/2022,West,Office Supplies,Labels,380.98,6,0.22,1782.99
06/02/2018,South,Electronics,Phones,865.02,1,0.57,371.96
29/03/2018,North,Electronics,Phones,753,1,0.42,436.74
06/08/2020,North,Furniture,Chairs,838.25,10,0.39,5113.32
07/08/2022,South,Office Supplies,Art,605.86,3,0.29,1290.48
10/09/2021,South,Electronics,Accessories,496.46,7,0.57,1494.34
12/04/2022,South,Office Supplies,Storage,1019.66,9,0.45,5047.32
06/11/2019,East,Electronics,Laptops,504.92,6,0.2,2423.62
19/09/2020,West,Electronics,Laptops,739.58,1,0.47,391.98
09/02/2021,South,Electronics,Laptops,416.16,5,0.47,1102.82
08/08/2019,North,Electronics,Laptops,580.26,4,0.32,1578.31
04/04/2021,South,Furniture,Chairs,228.07,6,0.18,1122.1
31/05/2022,West,Electronics,Phones,582.67,4,0.29,1654.78
31/10/2021,South,Electronics,Laptops,755.07,10,0.25,5663.03
03/07/2020,South,Furniture,Chairs,693.43,7,0.12,4271.53
17/01/2022,West,Office Supplies,Labels,503.35,2,0.19,815.43
17/05/2020,East,Furniture,Bookcases,769.61,3,0.19,1870.15
20/06/2018,North,Office Supplies,Labels,858.87,1,0.05,815.93
28/10/2021,South,Office Supplies,Labels,696.86,5,0.65,1219.5
06/11/2021,East,Electronics,Phones,954.12,2,0.36,1221.27
25/10/2018,West,Office Supplies,Labels,1074.44,6,0.07,5995.38
19/03/2022,South,Office Supplies,Storage,613.91,1,0.37,386.76
17/06/2020,South,Furniture,Bookcases,438.99,10,0.05,4170.4
23/01/2019,South,Office Supplies,Art,579.21,5,0.23,2229.96
24/05/2018,West,Furniture,Tables,331.98,5,0.5,829.95
05/07/2022,West,Furniture,Chairs,326.22,7,0.14,1963.84
05/11/2020,West,Office Supplies,Art,890.28,1,0.26,658.81
30/03/2022,South,Furniture,Bookcases,729.82,10,0.36,4670.85
05/05/2018,West,Furniture,Bookcases,791.2,5,0.28,2848.32
01/11/2021,East,Electronics,Accessories,654.39,1,0.83,111.25
26/09/2020,South,Office Supplies,Art,536.84,10,0.41,3167.36
05/08/2019,South,Furniture,Chairs,411.25,6,0.46,1332.45
26/06/2018,East,Furniture,Chairs,720.94,9,0.45,3568.65
06/01/2022,West,Furniture,Bookcases,546.74,7,0.1,3444.46
29/06/2021,West,Furniture,Chairs,404.54,6,0.41,1432.07
24/06/2021,West,Electronics,Phones,438.85,1,0.49,223.81
22/02/2022,North,Electronics,Accessories,327.34,9,0.53,1384.65
20/10/2018,North,Furniture,Bookcases,547.02,7,0.19,3101.6
01/05/2018,South,Office Supplies,Art,857.8,5,0.56,1887.16
12/03/2018,West,Office Supplies,Storage,556.39,4,0.29,1580.15
25/05/2020,West,Office Supplies,Storage,744.88,4,0.1,2681.57
08/02/2022,South,Furniture,Tables,878.91,3,0.3,1845.71
20/12/2018,West,Furniture,Chairs,696.06,9,0.33,4197.24
08/10/2018,West,Electronics,Laptops,937.93,2,0.45,1031.72
09/12/2020,South,Furniture,Chairs,740.4,6,0.27,3242.95
16/05/2020,West,Furniture,Tables,480.42,1,0.54,220.99
06/01/2021,West,Furniture,Bookcases,859.91,2,0.14,1479.05
21/05/2022,West,Electronics,Accessories,491.58,7,0.5,1720.53
12/01/2021,East,Furniture,Bookcases,646.81,1,0.1,582.13
12/01/2022,South,Furniture,Tables,1161.83,1,0.07,1080.5
11/12/2018,West,Furniture,Bookcases,814.21,6,0.07,4543.29
11/09/2018,West,Office Supplies,Labels,827.83,7,0.37,3650.73
16/07/2022,South,Office Supplies,Labels,587.03,5,0.12,2582.93
22/02/2019,North,Electronics,Accessories,1027.63,10,0.28,7398.94
06/10/2018,North,Office Supplies,Art,468.83,6,0.15,2391.03
06/01/2021,South,Electronics,Accessories,935.7,2,0.39,1141.55
13/08/2021,North,Office Supplies,Labels,1161.15,6,0.45,3831.8
18/09/2021,South,Office Supplies,Art,761.01,3,0.08,2100.39
11/04/2021,North,Electronics,Phones,469.73,1,0.53,220.77
01/10/2018,South,Electronics,Phones,464.23,5,0.35,1508.75
13/05/2018,East,Office Supplies,Art,778.91,4,0.38,1931.7
22/02/2021,West,Furniture,Bookcases,507.16,7,0.39,2165.57
31/05/2022,East,Furniture,Chairs,554.97,4,0.1,1997.89
01/11/2021,North,Office Supplies,Labels,563.72,7,0.13,3433.05
01/01/2022,North,Electronics,Laptops,633.07,8,0.06,4760.69
02/03/2018,West,Office Supplies,Art,652.39,4,0.13,2270.32
02/08/2021,South,Furniture,Chairs,352.68,3,0.25,793.53
11/10/2020,North,Electronics,Phones,319.87,10,0.4,1919.22
02/06/2020,South,Furniture,Chairs,1033.13,6,0.48,3223.37
25/01/2022,South,Office Supplies,Labels,661.38,6,0.19,3214.31
24/07/2022,South,Electronics,Accessories,840.55,7,0.07,5471.98
02/08/2022,South,Electronics,Accessories,847.08,4,0.25,2541.24
24/11/2018,North,Furniture,Chairs,913.7,8,0.2,5847.68
05/07/2020,East,Office Supplies,Art,836.58,7,0.49,2986.59
17/11/2020,West,Furniture,Bookcases,298.32,8,0.12,2100.17
26/04/2021,South,Electronics,Accessories,247.75,10,0.46,1337.85
01/12/2021,South,Office Supplies,Art,659.4,10,0.48,3428.88
30/03/2022,North,Electronics,Laptops,763.6,2,0.09,1389.75
07/12/2021,West,Electronics,Phones,868.66,4,0.41,2050.04
30/03/2019,West,Furniture,Tables,319.96,10,0.38,1983.75
10/06/2020,East,Office Supplies,Labels,1190.86,10,0.6,4763.44
26/04/2020,East,Office Supplies,Labels,370.23,7,0.08,2384.28
16/08/2018,South,Office Supplies,Labels,428.72,2,0.35,557.34
21/10/2022,East,Office Supplies,Art,645.58,10,0.23,4970.97
10/01/2021,West,Office Supplies,Storage,568.04,6,0.32,2317.6
07/11/2019,East,Furniture,Chairs,1078.1,10,0.33,7223.27
09/08/2018,South,Furniture,Tables,423.24,4,0.18,1388.23
24/04/2018,South,Electronics,Laptops,610.19,10,0.16,5125.6
11/08/2020,South,Electronics,Phones,428.55,6,0.32,1748.48
05/04/2019,South,Furniture,Tables,602.08,5,0.65,1053.64
27/03/2022,North,Furniture,Chairs,705.15,7,0.35,3208.43
03/12/2019,South,Electronics,Accessories,887.32,2,0.37,1118.02
12/06/2018,West,Electronics,Laptops,691,6,0.15,3524.1
10/05/2018,East,Office Supplies,Storage,688.93,2,0.27,1005.84
17/06/2018,North,Office Supplies,Storage,744.21,8,0.13,5179.7
18/03/2022,West,Furniture,Chairs,677.32,4,0.44,1517.2
11/09/2020,North,Office Supplies,Storage,556.2,3,0.38,1034.53
06/02/2018,South,Furniture,Tables,952.71,8,0.24,5792.48
28/08/2018,South,Electronics,Accessories,819.96,4,0.17,2722.27
09/04/2022,South,Electronics,Laptops,387.28,10,0.05,3679.16
05/10/2020,South,Furniture,Tables,818.07,6,0.11,4368.49
27/09/2018,North,Furniture,Chairs,266.72,5,0.2,1066.88
10/12/2021,West,Electronics,Accessories,540.33,10,0.22,4214.57
02/02/2020,North,Furniture,Tables,442.07,2,0.4,530.48
05/10/2020,West,Electronics,Laptops,891.85,10,0.44,4994.36
30/10/2021,West,Furniture,Tables,1141.4,10,0.38,7076.68
27/01/2019,South,Furniture,Bookcases,629.69,3,0.43,1076.77
11/05/2019,West,Office Supplies,Labels,176.48,10,0.26,1305.95
13/07/2022,North,Electronics,Phones,971.05,4,0.14,3340.41
24/09/2019,North,Furniture,Bookcases,463.39,10,0.23,3568.1
23/04/2020,West,Office Supplies,Labels,760.04,7,0.45,2926.15
14/01/2020,East,Furniture,Chairs,350.48,9,0.28,2271.11
13/07/2022,East,Office Supplies,Art,848.09,3,0.23,1959.09
21/01/2022,West,Furniture,Bookcases,823.48,3,0.31,1704.6
19/03/2019,East,Electronics,Phones,480.75,1,0.07,447.1
10/04/2022,West,Electronics,Phones,319.03,6,0.5,957.09
19/11/2022,North,Furniture,Tables,1103.04,9,0.1,8934.62
17/09/2021,East,Furniture,Tables,679.08,3,0.5,1018.62
14/10/2020,East,Office Supplies,Art,452.36,9,0.33,2727.73
23/12/2018,East,Office Supplies,Storage,541.41,7,0.47,2008.63
16/07/2018,North,Office Supplies,Labels,558.26,10,0.34,3684.52
31/01/2018,West,Furniture,Chairs,842.92,1,0.09,767.06
02/05/2018,North,Office Supplies,Art,833.27,8,0.53,3133.1
25/01/2022,East,Electronics,Phones,452.56,8,0.15,3077.41
28/02/2021,North,Office Supplies,Labels,864.85,6,0.07,4825.86
10/06/2018,East,Furniture,Chairs,1094.42,5,0.06,5143.77
01/04/2022,South,Electronics,Phones,538.7,3,0.14,1389.85
25/10/2021,West,Furniture,Bookcases,711.28,4,0.34,1877.78
13/10/2020,North,Office Supplies,Labels,920.97,8,0.48,3831.24
11/03/2021,West,Electronics,Accessories,240.23,4,0.31,663.03
12/02/2019,South,Furniture,Chairs,1407.87,7,0.36,6307.26
06/11/2020,South,Office Supplies,Art,825.93,2,0.13,1437.12
07/01/2018,West,Electronics,Laptops,920.77,6,0.47,2928.05
15/05/2020,West,Office Supplies,Labels,568.45,1,0.57,244.43
24/05/2021,North,Office Supplies,Storage,500.27,2,0.3,700.38
06/09/2019,West,Office Supplies,Labels,425.94,4,0.25,1277.82
12/02/2020,North,Furniture,Chairs,1594.76,2,0.54,1467.18
30/12/2021,North,Furniture,Chairs,705.93,4,0.42,1637.76
16/05/2020,South,Office Supplies,Storage,761.61,1,0.08,700.68
04/08/2019,West,Electronics,Laptops,629.02,6,0.29,2679.63
20/01/2019,South,Furniture,Tables,977.59,7,0.28,4927.05
13/01/2022,North,Furniture,Bookcases,904.31,5,0.31,3119.87
04/03/2021,North,Electronics,Laptops,1030.34,5,0.76,1236.41
02/01/2019,West,Office Supplies,Storage,1088.72,3,0.53,1535.1
09/09/2021,East,Furniture,Bookcases,498.02,8,0.14,3426.38
23/02/2020,West,Electronics,Laptops,465.44,3,0.37,879.68
30/01/2019,West,Furniture,Chairs,613.1,6,0.03,3568.24
05/04/2018,South,Electronics,Accessories,519.16,2,0.18,851.42
16/04/2019,West,Furniture,Bookcases,819.58,8,0.12,5769.84
11/03/2019,East,Office Supplies,Storage,417.5,7,0.31,2016.52
09/10/2021,West,Furniture,Chairs,668.72,9,0.37,3791.64
19/06/2019,North,Electronics,Laptops,608.05,3,0.56,802.63
28/10/2019,East,Electronics,Phones,1098.55,10,0.21,8678.55
27/05/2021,West,Electronics,Accessories,1118.53,2,0.47,1185.64
28/09/2018,East,Electronics,Laptops,1445.59,2,0.57,1243.21
02/01/2019,East,Office Supplies,Art,814.06,5,0.64,1465.31
12/09/2020,West,Office Supplies,Art,714.46,7,0.2,4000.98
07/12/2022,North,Electronics,Accessories,252.06,6,0.27,1104.02
25/09/2022,East,Electronics,Laptops,863.94,9,0.13,6764.65
30/11/2020,North,Furniture,Bookcases,652.04,3,0.42,1134.55
15/05/2020,South,Office Supplies,Storage,491.69,5,0.42,1425.9
24/02/2019,West,Office Supplies,Labels,484.33,5,0.22,1888.89
02/06/2021,South,Office Supplies,Art,471.81,8,0.14,3246.05
05/02/2021,East,Electronics,Accessories,881.98,1,0.21,696.76
15/08/2018,North,Furniture,Tables,677.08,7,0.13,4123.42
08/04/2019,North,Electronics,Laptops,464.46,8,0.09,3381.27
20/12/2019,East,Furniture,Bookcases,1146.8,7,0.28,5779.87
03/07/2020,East,Furniture,Tables,511.13,5,0.77,587.8
04/05/2021,East,Furniture,Chairs,645.77,2,0.54,594.11
08/03/2018,East,Electronics,Phones,1234.15,8,0.05,9379.54
15/01/2018,South,Office Supplies,Labels,428.17,10,0.38,2654.65
27/05/2019,West,Office Supplies,Storage,583.61,8,0.17,3875.17
14/09/2020,East,Office Supplies,Labels,842.8,9,0.16,6371.57
07/12/2019,North,Office Supplies,Art,813.32,1,0.34,536.79
09/07/2020,North,Furniture,Bookcases,601.3,9,0.4,3247.02
28/12/2019,North,Electronics,Accessories,409.76,3,0.21,971.13
26/12/2018,East,Furniture,Bookcases,829,8,0.74,1724.32
02/07/2019,North,Electronics,Phones,529.77,4,0.24,1610.5
23/03/2019,East,Office Supplies,Art,939.76,3,0.05,2678.32
22/03/2018,East,Furniture,Chairs,714.18,5,0.11,3178.1
20/12/2022,East,Furniture,Chairs,1194.21,9,0.4,6448.73
25/12/2021,South,Office Supplies,Storage,407.53,1,0.11,362.7
13/06/2021,South,Electronics,Accessories,997.67,2,0.29,1416.69
16/01/2018,East,Office Supplies,Storage,278.1,9,0.18,2052.38
07/11/2021,North,Furniture,Bookcases,1107.92,1,0.06,1041.44
15/05/2021,South,Office Supplies,Art,352.39,8,0.37,1776.05
04/04/2018,East,Office Supplies,Labels,811.52,5,0.51,1988.22
03/06/2018,North,Electronics,Accessories,570.42,7,0.47,2116.26
07/11/2018,West,Electronics,Laptops,828.63,3,0.31,1715.26
23/12/2019,West,Electronics,Phones,632.82,2,0.05,1202.36
16/04/2021,East,Office Supplies,Art,825.2,8,0.11,5875.42
09/12/2018,West,Furniture,Chairs,821.12,8,0.4,3941.38
19/02/2018,East,Electronics,Accessories,442.91,2,0.36,566.92
16/05/2021,South,Office Supplies,Labels,822.97,7,0.11,5127.1
04/03/2019,South,Electronics,Laptops,289.01,1,0.23,222.54
23/11/2019,West,Office Supplies,Labels,1001.72,3,0.51,1472.53
10/04/2021,South,Electronics,Laptops,487.34,6,0.35,1900.63
04/02/2018,East,Electronics,Phones,777.95,1,0.09,707.93
29/11/2021,West,Office Supplies,Art,1055.64,7,0.32,5024.85
10/06/2018,South,Office Supplies,Labels,602.01,9,0.15,4605.38
07/06/2019,West,Furniture,Tables,943.43,10,0.54,4339.78
24/10/2020,West,Electronics,Laptops,966.51,5,0.12,4252.64
21/10/2021,South,Office Supplies,Art,631.38,7,0.45,2430.81
28/09/2022,East,Furniture,Tables,601.18,9,0.41,3192.27
10/11/2018,South,Office Supplies,Storage,263.3,6,0.18,1295.44
20/08/2019,East,Electronics,Accessories,460.85,2,0.11,820.31
30/03/2020,East,Office Supplies,Art,422.06,8,0.34,2228.48
25/03/2020,South,Office Supplies,Labels,668,7,0.39,2852.36
26/08/2021,East,Office Supplies,Art,494.91,7,0.58,1455.04
30/11/2020,West,Office Supplies,Labels,926.8,4,0.05,3521.84
09/10/2021,North,Electronics,Phones,333.08,1,0.77,76.61
20/03/2018,West,Furniture,Chairs,231.61,3,0.39,423.85
20/04/2018,West,Office Supplies,Storage,586.64,10,0.21,4634.46
25/08/2020,East,Furniture,Chairs,1271.31,10,0.21,10043.35
02/07/2021,East,Office Supplies,Art,985.01,2,0.11,1753.32
31/05/2021,West,Office Supplies,Storage,697.54,2,0.17,1157.92
05/03/2021,North,Office Supplies,Storage,1122.94,4,0.05,4267.17
05/01/2018,West,Office Supplies,Labels,734.92,4,0.68,940.7
11/11/2019,South,Office Supplies,Labels,471.99,9,0.46,2293.87
29/03/2019,North,Office Supplies,Art,763.93,3,0.22,1787.6
30/11/2020,East,Office Supplies,Labels,308.28,3,0.29,656.64
09/11/2020,North,Furniture,Chairs,521.86,3,0.05,1487.3
11/08/2020,West,Electronics,Accessories,864.94,4,0.75,864.94
27/06/2019,West,Office Supplies,Labels,974.81,6,0.39,3567.8
02/01/2019,North,Office Supplies,Storage,1110.96,4,0.42,2577.43
24/02/2020,East,Electronics,Accessories,334.67,5,0.15,1422.35
14/03/2020,North,Electronics,Phones,739.76,8,0.32,4024.29
08/09/2019,East,Office Supplies,Labels,384.89,6,0.27,1685.82
06/02/2018,East,Furniture,Tables,603.57,6,0.16,3041.99
02/09/2022,North,Electronics,Laptops,814.54,4,0.21,2573.95
08/07/2020,East,Office Supplies,Art,385.56,6,0.03,2243.96
23/11/2019,East,Furniture,Tables,442.07,6,0.72,742.68
09/09/2021,South,Furniture,Chairs,965.34,4,0.56,1699
09/08/2021,South,Office Supplies,Storage,660.29,5,0.4,1980.87
02/03/2021,North,Electronics,Accessories,787.22,7,0.11,4904.38
14/12/2018,South,Electronics,Laptops,1389.62,8,0.37,7003.68
16/02/2020,West,Office Supplies,Art,1156.31,5,0.31,3989.27
06/07/2021,West,Electronics,Laptops,1308.56,10,0.41,7720.5
27/08/2022,West,Furniture,Tables,603.23,6,0.33,2424.98
21/06/2022,South,Office Supplies,Labels,508.31,5,0.09,2312.81
18/09/2020,North,Office Supplies,Art,622.47,3,0.25,1400.56
01/07/2020,West,Office Supplies,Labels,556.28,7,0.07,3621.38
19/04/2022,North,Furniture,Chairs,797.62,7,0.39,3405.84
04/10/2019,South,Furniture,Tables,1000.17,6,0.08,5520.94
24/07/2022,North,Furniture,Tables,1348.84,7,0.1,8497.69
02/09/2020,South,Electronics,Accessories,907.24,4,0.04,3483.8
22/01/2021,South,Electronics,Laptops,602.57,8,0.43,2747.72
09/06/2021,North,Furniture,Bookcases,1022.25,9,0.25,6900.19
02/05/2019,South,Furniture,Chairs,850.92,6,0.41,3012.26
11/03/2019,South,Electronics,Laptops,1122.78,1,0.16,943.14
28/05/2022,North,Office Supplies,Storage,826.93,1,0.13,719.43
23/10/2021,East,Electronics,Phones,801.39,5,0.28,2885
03/11/2018,West,Office Supplies,Storage,556.39,10,0.48,2893.23
31/05/2020,East,Furniture,Tables,832.12,4,0.16,2795.92
09/11/2020,South,Office Supplies,Art,654.2,6,0.49,2001.85
13/03/2022,South,Office Supplies,Storage,832.68,5,0.49,2123.33
04/06/2020,North,Furniture,Chairs,898.04,4,0.21,2837.81
04/05/2019,North,Furniture,Tables,620.41,3,0.18,1526.21
11/08/2018,West,Furniture,Bookcases,876.63,10,0.19,7100.7
23/06/2018,South,Electronics,Accessories,651.55,6,0.61,1524.63
08/03/2018,North,Office Supplies,Labels,1005.91,4,0.35,2615.37
09/03/2019,East,Office Supplies,Art,329.66,8,0.08,2426.3
14/09/2020,North,Office Supplies,Art,560.46,6,0.42,1950.4
11/06/2021,North,Furniture,Bookcases,760.36,2,0.09,1383.86
09/04/2018,South,Electronics,Phones,1000.46,10,0.15,8503.91
15/09/2022,West,Electronics,Accessories,407.21,2,0.05,773.7
19/03/2022,West,Office Supplies,Art,411.43,6,0.22,1925.49
16/11/2022,West,Office Supplies,Storage,697.41,3,0.1,1883.01
26/11/2021,North,Furniture,Bookcases,1061.75,9,0.32,6497.91
27/02/2020,North,Furniture,Chairs,1037.31,9,0.17,7748.71
08/12/2022,North,Office Supplies,Storage,899.36,9,0.16,6799.16
28/04/2020,North,Electronics,Phones,534.89,1,0.1,481.4
18/07/2019,West,Office Supplies,Labels,925.1,4,0.07,3441.37
31/05/2020,East,Furniture,Bookcases,441.23,1,0.2,352.98
16/02/2021,East,Office Supplies,Labels,974.51,6,0.36,3742.12
13/10/2018,South,Office Supplies,Labels,548.24,9,0.23,3799.3
24/05/2018,East,Furniture,Chairs,496.85,6,0.23,2295.45
05/08/2021,West,Furniture,Bookcases,470.07,10,0.42,2726.41
15/09/2020,South,Office Supplies,Storage,353.1,1,0.11,314.26
17/11/2022,South,Furniture,Chairs,929.71,5,0.59,1905.91
20/11/2019,South,Furniture,Bookcases,548.07,1,0.13,476.82
06/06/2021,South,Office Supplies,Labels,530.88,2,0.09,966.2
04/09/2020,South,Furniture,Chairs,532.28,2,0.13,926.17
09/01/2021,North,Electronics,Phones,565.57,5,0.46,1527.04
10/03/2022,East,Office Supplies,Labels,707.78,1,0.52,339.73
28/01/2019,East,Electronics,Laptops,706.54,10,0.36,4521.86
24/08/2021,North,Electronics,Phones,539.89,3,0.37,1020.39
07/03/2018,West,Furniture,Tables,926.91,7,0.35,4217.44
12/02/2022,East,Office Supplies,Art,954.94,5,0.19,3867.51
07/05/2021,West,Office Supplies,Storage,397.27,6,0.52,1144.14
20/09/2018,East,Furniture,Bookcases,748.76,7,0.23,4035.82
26/09/2021,East,Electronics,Laptops,546.15,6,0.26,2424.91
16/06/2021,East,Furniture,Tables,872.07,8,0.27,5092.89
11/03/2018,East,Electronics,Laptops,586.32,8,0.23,3611.73
21/03/2021,East,Electronics,Phones,783.42,7,0.38,3400.04
26/02/2022,South,Furniture,Bookcases,883.4,5,0.49,2252.67
08/07/2020,North,Electronics,Laptops,636.92,5,0.15,2706.91
01/07/2018,West,Electronics,Accessories,472.31,8,0.19,3060.57
01/10/2019,West,Furniture,Tables,511.61,4,0.14,1759.94
16/03/2020,South,Office Supplies,Storage,918.17,4,0.43,2093.43
15/04/2018,North,Furniture,Chairs,602.74,5,0.58,1265.75
06/08/2022,West,Office Supplies,Storage,309.82,8,0.47,1313.64
29/05/2020,North,Office Supplies,Storage,413.29,8,0.33,2215.23
29/07/2020,South,Furniture,Chairs,689.22,1,0.22,537.59
05/07/2021,East,Office Supplies,Art,562.58,4,0.28,1620.23
07/04/2022,East,Furniture,Tables,901.63,3,0.34,1785.23
03/02/2018,East,Furniture,Chairs,306.67,10,0.2,2453.36
12/02/2019,West,Electronics,Accessories,541.37,8,0.13,3767.94
06/02/2022,South,Office Supplies,Art,799.15,9,0.2,5753.88
23/03/2020,West,Furniture,Tables,362.66,10,0.09,3300.21
15/04/2019,East,Office Supplies,Labels,463.02,2,0.23,713.05
13/05/2020,South,Office Supplies,Storage,795.11,10,0.36,5088.7
06/02/2022,West,Electronics,Laptops,684.32,7,0.26,3544.78
17/11/2020,South,Office Supplies,Storage,758.27,3,0.56,1000.92
15/10/2018,North,Electronics,Laptops,456.05,4,0.12,1605.3
25/02/2019,East,Office Supplies,Labels,1263.17,3,0.31,2614.76
18/08/2019,South,Furniture,Tables,534.18,1,0.23,411.32
01/04/2020,South,Furniture,Chairs,633.21,2,0.63,468.58
12/10/2019,West,Office Supplies,Storage,553.87,7,0.53,1822.23
22/08/2018,South,Electronics,Laptops,1237.01,6,0.27,5418.1
03/07/2022,East,Office Supplies,Storage,824.15,10,0.52,3955.92
21/01/2021,South,Electronics,Laptops,488.19,4,0.37,1230.24
16/02/2018,West,Furniture,Chairs,920.8,7,0.22,5027.57
04/10/2021,East,Furniture,Tables,654.28,4,0.4,1570.27
25/05/2021,East,Furniture,Bookcases,329.46,4,0.22,1027.92
30/07/2022,North,Furniture,Tables,290.61,2,0.47,308.05
16/05/2018,West,Furniture,Tables,676.16,1,0.25,507.12
15/02/2020,North,Office Supplies,Art,414.29,7,0.07,2697.03
16/02/2022,North,Furniture,Bookcases,504.49,8,0.43,2300.47
26/10/2019,North,Electronics,Accessories,646.22,4,0.46,1395.84
24/01/2020,North,Electronics,Phones,579.92,3,0.36,1113.45
07/02/2018,West,Electronics,Laptops,556.97,6,0.05,3174.73
02/01/2021,South,Furniture,Tables,535.37,7,0.15,3185.45
20/05/2018,West,Electronics,Laptops,1018.91,6,0.43,3484.67
19/03/2019,East,Office Supplies,Labels,814.34,9,0.22,5716.67
16/04/2019,North,Furniture,Tables,855.56,1,0.13,744.34
05/06/2018,South,Electronics,Accessories,774.21,9,0.13,6062.06
06/06/2018,North,Office Supplies,Storage,653.94,7,0.38,2838.1
02/12/2020,North,Electronics,Accessories,942.29,4,0.09,3429.94
19/06/2018,East,Furniture,Chairs,252.57,10,0.21,1995.3
05/08/2022,South,Electronics,Accessories,480.52,3,0.6,576.62
17/10/2018,East,Office Supplies,Art,1051.05,3,0.12,2774.77
10/03/2020,South,Office Supplies,Storage,1308.69,3,0.17,3258.64
21/10/2018,East,Electronics,Accessories,629.23,3,0.39,1151.49
08/06/2022,East,Office Supplies,Art,832.77,1,0.36,532.97
29/01/2022,West,Electronics,Phones,304.7,5,0.31,1051.21
17/05/2022,North,Office Supplies,Storage,377.12,7,0.07,2455.05
07/06/2021,South,Electronics,Laptops,297.96,8,0.38,1477.88
17/11/2021,South,Office Supplies,Labels,932.92,8,0.04,7164.83
18/01/2019,East,Furniture,Bookcases,1318.64,3,0.15,3362.53
22/11/2022,North,Furniture,Tables,1711.52,1,0.33,1146.72
28/04/2020,West,Office Supplies,Storage,793.06,7,0.22,4330.11
19/06/2018,West,Office Supplies,Labels,264.07,1,0.51,129.39
26/10/2021,West,Office Supplies,Art,829.98,10,0.22,6473.84
20/04/2020,North,Furniture,Bookcases,775.17,5,0.33,2596.82
27/03/2020,South,Furniture,Chairs,752.36,1,0.44,421.32
26/01/2020,West,Office Supplies,Storage,538.18,5,0.35,1749.08
19/10/2018,North,Electronics,Accessories,1109.86,1,0.31,765.8
04/01/2022,West,Furniture,Bookcases,246.67,6,0.26,1095.21
22/11/2019,North,Furniture,Bookcases,476.21,10,0.52,2285.81
04/05/2021,West,Furniture,Chairs,343.98,3,0.38,639.8
04/06/2021,West,Electronics,Laptops,505.56,10,0.19,4095.04
04/12/2018,South,Furniture,Tables,568.17,10,0.23,4374.91
13/06/2022,West,Office Supplies,Labels,753.69,2,0.29,1070.24
19/09/2018,North,Furniture,Bookcases,823.64,5,0.32,2800.38
24/12/2022,West,Office Supplies,Storage,899.74,1,0.18,737.79
25/07/2021,North,Electronics,Laptops,806.71,10,0.46,4356.23
04/09/2018,East,Office Supplies,Storage,889.8,1,0.61,347.02
03/09/2019,East,Electronics,Laptops,1074.27,8,0.25,6445.62
13/09/2019,South,Office Supplies,Storage,945.44,6,0.49,2893.05
09/11/2020,North,Electronics,Phones,652.09,1,0.08,599.92
18/11/2020,East,Electronics,Accessories,718.41,10,0.16,6034.64
19/09/2020,West,Furniture,Bookcases,452.16,9,0.24,3092.77
24/02/2022,East,Electronics,Laptops,552.6,5,0.32,1878.84
10/12/2021,South,Electronics,Phones,528.44,7,0.2,2959.26
12/10/2020,South,Electronics,Accessories,514.76,6,0.25,2316.42
13/08/2022,East,Electronics,Phones,559.15,4,0.35,1453.79
11/05/2021,North,Furniture,Chairs,483.61,6,0.41,1711.98
17/07/2021,West,Furniture,Bookcases,894.66,1,0.15,760.46
20/01/2020,West,Office Supplies,Art,548.37,10,0.34,3619.24
23/10/2018,South,Furniture,Tables,552.82,4,0.34,1459.44
20/12/2022,North,Electronics,Accessories,540.75,2,0.02,1059.87
07/02/2019,East,Electronics,Accessories,264.99,10,0.49,1351.45
17/12/2018,West,Furniture,Bookcases,1290.72,7,0.2,7228.03
07/11/2022,South,Electronics,Accessories,677.63,6,0.23,3130.65
12/12/2022,North,Furniture,Chairs,510.73,4,0.16,1716.05
24/10/2021,South,Electronics,Laptops,418.75,3,0.35,816.56
04/05/2018,West,Furniture,Tables,730.52,7,0.47,2710.23
02/02/2019,West,Furniture,Bookcases,484.32,9,0.31,3007.63
04/02/2022,West,Furniture,Tables,959.55,4,0.11,3416
11/06/2018,East,Electronics,Laptops,693.16,2,0.17,1150.65
31/01/2021,North,Electronics,Phones,840.57,4,0.29,2387.22
13/07/2018,West,Office Supplies,Labels,443.91,4,0.69,550.45
20/01/2022,North,Electronics,Accessories,607.38,9,0.23,4209.14
24/09/2018,South,Furniture,Tables,876.02,8,0.2,5606.53
20/12/2018,East,Office Supplies,Art,385.89,7,0.32,1836.84
22/04/2019,South,Office Supplies,Art,765.38,8,0.37,3857.52
13/08/2020,North,Furniture,Chairs,487.2,5,0.19,1973.16
16/01/2019,East,Office Supplies,Labels,366.23,9,0.13,2867.58
07/05/2020,West,Furniture,Chairs,374.86,8,0.17,2489.07
11/10/2019,North,Furniture,Bookcases,896,1,0.24,680.96
29/11/2019,South,Furniture,Tables,438.07,10,0.36,2803.65
26/02/2020,North,Furniture,Bookcases,873.97,4,0.17,2901.58
22/08/2020,East,Furniture,Chairs,855.78,9,0.38,4775.25
13/02/2018,South,Furniture,Chairs,730.9,2,0.3,1023.26
25/05/2020,North,Office Supplies,Storage,508.18,9,0.3,3201.53
15/07/2019,East,Office Supplies,Art,200.75,3,0.13,523.96
04/01/2020,East,Furniture,Tables,642.32,8,0.23,3956.69
14/06/2018,West,Office Supplies,Labels,544.09,4,0.44,1218.76
07/11/2020,West,Electronics,Accessories,614.86,5,0.28,2213.5
