SaleDate,StoreID,ProductID,UnitsSold,Revenue
24/02/2018,1002,2001,6,43.19
25/02/2020,1001,2009,9,74.1
10/12/2021,1004,2007,7,41.67
15/01/2018,1002,2008,6,36.8
05/07/2019,1001,2003,7,63.66
25/02/2018,1001,2011,1,8.83
31/03/2019,1001,2004,8,49
22/08/2018,1001,2018,5,32.01
29/06/2019,1002,2013,2,12.02
28/12/2019,1005,2011,5,15.16
27/09/2018,1004,2008,6,62.25
27/11/2018,1003,2008,6,42.1
12/11/2019,1002,2001,10,67.76
22/12/2020,1003,2019,9,58.76
15/03/2018,1001,2012,8,47.02
30/06/2022,1002,2007,9,30.71
29/04/2022,1001,2020,3,25.17
12/01/2021,1002,2017,4,26.62
06/06/2022,1005,2018,8,69.56
18/03/2020,1001,2018,2,16.6
13/08/2020,1004,2018,6,41.3
04/04/2019,1005,2014,1,5.71
09/10/2019,1005,2012,4,12.28
12/11/2019,1002,2016,7,48.66
17/10/2019,1003,2006,5,16.94
05/11/2018,1005,2016,7,44.4
26/07/2018,1005,2011,8,51.68
29/06/2022,1002,2012,3,9.84
29/12/2022,1003,2018,7,61.21
08/10/2022,1003,2012,9,37
17/04/2018,1003,2001,7,65.41
29/01/2021,1005,2012,4,22.68
18/09/2022,1003,2014,3,14.09
31/01/2020,1003,2012,3,25.01
23/09/2019,1005,2018,1,6.05
28/03/2020,1005,2001,6,37.65
15/05/2022,1003,2016,3,20.95
09/02/2019,1003,2017,2,9.87
12/07/2020,1001,2008,6,38.61
13/10/2018,1003,2018,3,12.18
04/05/2022,1005,2011,10,47.39
16/02/2022,1004,2001,9,98.46
30/05/2018,1004,2011,8,32.31
22/03/2022,1001,2018,1,5.66
10/07/2018,1001,2009,4,26.53
06/11/2020,1001,2004,4,19.21
01/02/2021,1002,2006,9,34.92
05/11/2020,1001,2014,5,17.17
17/07/2021,1004,2008,6,22.79
24/06/2019,1001,2007,7,25.91
26/01/2022,1002,2004,2,21.76
14/12/2020,1003,2018,1,8.92
27/12/2019,1001,2011,4,18.65
13/02/2022,1001,2005,5,42.3
28/09/2020,1005,2016,6,37.74
09/04/2018,1004,2001,10,59.42
15/11/2022,1003,2018,2,11.05
14/09/2019,1004,2007,8,41.02
12/02/2021,1005,2012,5,15.05
28/06/2022,1002,2016,6,43.91
20/04/2019,1004,2007,4,13.32
29/04/2021,1004,2010,6,23.7
19/02/2020,1004,2008,5,55.01
29/05/2018,1004,2015,8,30.33
29/09/2022,1001,2019,5,39.77
30/05/2018,1003,2020,5,42.08
09/08/2020,1004,2007,2,14.65
14/08/2019,1004,2002,2,6.46
21/08/2019,1002,2003,5,15.46
15/03/2021,1002,2013,5,35.6
16/04/2021,1002,2017,4,15.09
03/04/2022,1004,2005,7,38.06
15/06/2022,1001,2014,4,18.18
23/04/2020,1005,2003,5,29.33
06/04/2020,1005,2017,1,6.76
13/03/2022,1005,2007,5,27.29
29/05/2020,1003,2018,1,4.5
23/08/2022,1003,2003,8,90.16
22/04/2022,1003,2015,3,16.53
29/05/2019,1005,2009,7,41.05
11/09/2020,1005,2016,3,19.54
02/02/2021,1002,2014,8,19.03
30/06/2021,1001,2001,7,48.15
21/02/2022,1005,2016,7,24.16
09/12/2021,1003,2020,8,68.57
15/09/2022,1001,2009,5,31.04
21/05/2022,1004,2002,6,25.27
29/04/2022,1001,2018,2,8.64
19/08/2021,1005,2016,6,39.98
15/01/2018,1002,2003,2,11.47
09/12/2018,1005,2002,2,15.52
10/11/2019,1003,2010,8,43.69
08/03/2020,1004,2003,6,37.41
09/09/2018,1002,2011,3,21.36
24/04/2022,1004,2006,5,60.64
02/07/2020,1003,2015,5,29.33
14/11/2019,1001,2010,7,59.04
10/03/2022,1001,2018,6,49.3
16/10/2021,1002,2015,1,5.93
10/10/2021,1002,2015,10,23.05
15/07/2018,1002,2012,8,70.85
08/10/2018,1004,2009,10,62.61
10/06/2022,1002,2017,4,46.74
11/10/2022,1003,2018,2,12.91
06/11/2019,1003,2002,3,21.01
09/01/2019,1002,2018,3,30.64
31/10/2022,1004,2017,4,22.63
20/03/2022,1005,2010,6,40.31
09/03/2019,1005,2001,9,73.87
13/06/2018,1003,2006,5,59.38
02/09/2020,1003,2019,5,16.83
28/06/2020,1004,2012,6,96.04
18/02/2018,1003,2001,7,74.34
28/10/2020,1001,2014,2,9.42
02/02/2019,1002,2015,9,25.17
13/03/2018,1005,2011,6,71.12
06/10/2020,1002,2004,1,4.71
17/11/2018,1005,2011,3,17.7
17/05/2018,1003,2018,5,19.94
24/04/2021,1001,2010,8,67.83
27/12/2020,1001,2013,5,32.89
02/07/2018,1002,2014,9,73.71
14/01/2018,1001,2002,1,4.13
21/09/2019,1001,2014,9,78.03
19/06/2018,1005,2011,1,5.22
15/12/2020,1003,2009,1,7.88
27/09/2022,1005,2020,1,5.25
17/06/2022,1001,2010,9,36.3
19/07/2022,1001,2020,2,18.18
24/01/2022,1001,2012,3,25.35
20/11/2020,1004,2007,5,28.9
06/06/2018,1001,2003,2,18.79
18/12/2022,1005,2018,3,35.41
12/10/2021,1002,2014,7,60.33
19/04/2022,1002,2019,3,17.72
17/12/2018,1001,2012,6,32.28
28/01/2019,1004,2015,9,60
15/08/2022,1004,2017,7,27.86
10/03/2018,1003,2016,10,45.62
31/07/2019,1003,2015,4,30.41
25/06/2020,1001,2019,1,9.27
07/11/2022,1004,2010,8,39.58
24/02/2021,1004,2008,5,23.29
17/06/2020,1001,2015,10,48.85
10/10/2018,1002,2008,7,48.24
24/05/2019,1004,2017,6,24.42
29/11/2022,1002,2011,5,26.63
22/02/2019,1002,2008,7,65.07
12/03/2022,1001,2008,7,56.74
28/11/2020,1002,2018,9,66.31
20/01/2022,1004,2020,4,16.66
20/06/2020,1002,2010,2,9.62
10/07/2019,1004,2009,5,23.45
06/09/2021,1003,2004,1,8.21
24/01/2018,1001,2014,3,22.57
10/01/2019,1003,2012,6,65.09
27/10/2019,1005,2006,10,67.4
03/10/2019,1003,2001,3,18
08/04/2022,1001,2009,10,64.33
28/12/2021,1003,2019,9,87.44
12/09/2018,1003,2017,3,19.01
05/01/2021,1001,2010,1,6.97
25/03/2019,1001,2008,9,62.98
12/07/2020,1001,2020,4,37.03
22/11/2018,1003,2005,9,44.56
14/04/2022,1002,2020,3,26.07
11/02/2021,1005,2008,7,15.81
05/05/2022,1003,2013,4,33.57
02/09/2021,1002,2009,8,39.53
03/07/2018,1001,2019,9,53.23
04/06/2021,1005,2005,4,41.44
28/10/2022,1004,2014,10,84.44
02/10/2021,1004,2018,10,71.94
03/05/2018,1003,2019,7,29.1
20/07/2022,1002,2013,9,48.52
05/05/2020,1005,2016,8,77.67
05/12/2018,1002,2008,3,11.3
27/10/2018,1003,2006,3,23.83
09/04/2021,1002,2008,4,39.61
27/11/2019,1005,2020,4,11.8
04/06/2020,1004,2012,1,5.86
01/10/2020,1001,2005,8,94.17
14/09/2019,1002,2016,8,45.31
12/08/2021,1001,2004,4,18.96
21/05/2021,1002,2004,9,33.96
07/11/2022,1003,2014,9,59.65
23/04/2020,1004,2015,10,35.38
05/08/2022,1001,2005,9,47.93
16/04/2018,1001,2002,2,10.49
25/08/2022,1004,2018,9,58.78
15/02/2019,1005,2019,2,12.98
28/12/2022,1005,2004,2,13.43
04/07/2019,1004,2017,2,18.09
21/03/2021,1002,2004,5,20.7
26/12/2018,1002,2018,8,47.26
14/02/2018,1001,2014,10,70.65
18/04/2022,1001,2015,4,38.28
04/11/2022,1001,2006,3,30.22
07/02/2019,1003,2001,10,86.06
16/04/2018,1005,2009,6,36.4
21/08/2021,1003,2007,2,11.42
17/02/2021,1005,2001,6,34.69
23/11/2019,1002,2013,3,24.11
05/12/2018,1004,2018,6,41.37
11/08/2019,1002,2005,10,84.73
17/09/2021,1003,2015,2,15.83
20/11/2022,1005,2019,9,61.85
01/11/2018,1003,2011,9,98.08
15/11/2019,1002,2012,3,13.02
17/02/2022,1001,2009,8,73.26
24/06/2021,1005,2006,3,31.22
31/03/2019,1005,2008,7,36.49
06/05/2018,1002,2015,6,38.86
10/03/2022,1003,2020,3,13.52
07/10/2018,1004,2003,1,6.37
27/09/2018,1004,2010,2,17.48
31/05/2020,1001,2013,9,37.12
28/10/2021,1002,2010,7,30.77
18/01/2022,1001,2009,7,25.34
13/07/2020,1005,2015,1,10.26
28/03/2018,1002,2001,8,54.65
25/10/2021,1003,2003,9,46.7
03/09/2018,1004,2009,5,48.75
20/07/2022,1002,2005,9,23.89
10/08/2021,1003,2003,4,22.71
20/01/2019,1005,2007,5,17.18
05/04/2019,1002,2001,10,58.3
23/11/2021,1001,2009,9,32.74
13/11/2018,1002,2017,3,19.72
26/05/2021,1005,2016,6,46.51
02/08/2021,1003,2012,9,91.22
19/06/2018,1005,2015,1,4.67
19/09/2018,1001,2013,4,31.7
17/09/2018,1003,2015,5,35.38
21/08/2022,1005,2020,10,66.22
01/11/2022,1002,2010,8,40.39
13/07/2020,1003,2016,5,28.66
12/03/2020,1002,2003,9,53.48
22/06/2018,1004,2004,1,5.1
05/04/2022,1004,2011,3,20.31
17/04/2018,1004,2006,2,8.56
17/02/2021,1004,2006,9,63.25
26/05/2019,1001,2015,6,37.01
12/07/2018,1004,2003,4,32.66
06/10/2022,1005,2006,9,100.46
13/01/2018,1004,2006,1,5.48
06/10/2022,1002,2004,8,34.68
02/12/2019,1001,2012,7,40.69
07/09/2019,1004,2018,2,2.93
25/09/2022,1005,2018,9,36.03
05/12/2019,1002,2020,7,52.19
26/10/2020,1001,2008,4,25.92
12/07/2021,1004,2003,1,6.48
29/10/2021,1002,2005,3,24.64
17/06/2021,1002,2007,7,30.51
22/05/2022,1002,2008,9,32.52
27/07/2021,1005,2004,3,9.76
03/08/2020,1002,2001,8,96.8
05/06/2018,1003,2018,4,27.49
06/08/2021,1005,2018,1,4.09
13/05/2019,1005,2014,1,13.41
16/09/2021,1003,2011,7,52.12
01/08/2020,1002,2012,10,70.31
05/06/2020,1005,2004,6,52.34
28/11/2018,1001,2014,5,25.75
17/06/2018,1003,2014,8,49.66
23/06/2022,1001,2007,3,32.59
09/03/2020,1003,2013,8,81.9
11/02/2018,1004,2013,6,22.8
04/01/2021,1003,2006,3,19.32
15/06/2022,1002,2008,5,53.68
18/05/2018,1001,2017,1,15.3
13/04/2022,1004,2002,5,22.78
29/03/2020,1003,2020,3,18.92
17/11/2018,1004,2012,4,17.67
02/06/2019,1002,2019,10,69.56
14/02/2022,1001,2020,6,29.58
16/11/2018,1002,2011,8,48.19
30/04/2021,1002,2002,8,43.55
25/02/2022,1002,2012,3,18.95
11/12/2022,1001,2013,6,52.3
06/06/2018,1004,2014,10,103.51
03/02/2019,1001,2020,1,17.1
27/12/2019,1002,2009,7,105.67
21/04/2019,1003,2001,7,36.93
28/06/2019,1003,2001,1,14.56
09/01/2018,1001,2002,9,74.16
29/11/2018,1005,2019,6,29.25
30/03/2020,1003,2016,10,45.75
24/09/2022,1003,2010,1,9.94
21/02/2018,1001,2015,2,13.37
06/08/2021,1005,2002,6,65.25
23/11/2018,1002,2008,9,42.37
07/02/2022,1003,2018,1,7.34
28/07/2021,1002,2016,1,8.17
11/11/2018,1004,2001,4,22.84
27/04/2022,1003,2011,1,8.25
17/04/2018,1004,2005,3,28.22
29/07/2020,1001,2019,6,77.01
25/11/2021,1003,2008,1,7.79
30/01/2018,1001,2016,7,76.3
21/10/2022,1002,2009,4,26.35
18/05/2019,1003,2017,6,26.28
08/11/2018,1003,2002,2,11.46
17/11/2018,1001,2001,8,55.95
30/08/2020,1003,2011,9,62.25
03/04/2020,1004,2018,7,85.81
23/01/2018,1005,2017,9,76.16
08/05/2018,1002,2014,10,45.26
09/08/2021,1004,2006,7,64.88
27/05/2018,1005,2018,6,13.24
29/06/2019,1001,2010,5,27.69
14/09/2018,1003,2006,4,24.04
01/07/2018,1003,2007,8,59.72
09/06/2020,1003,2016,1,3.76
09/06/2018,1001,2009,7,28.51
14/07/2022,1004,2018,3,29.11
25/02/2021,1001,2001,1,8.7
04/06/2021,1002,2015,7,23.11
22/03/2022,1003,2018,3,30.91
15/12/2021,1002,2001,4,21.39
02/11/2021,1001,2012,9,97.81
18/05/2021,1003,2015,1,12.19
23/12/2021,1004,2020,5,38.45
20/08/2021,1005,2005,5,32.77
20/11/2021,1001,2011,9,77.89
10/04/2018,1004,2004,4,37.75
15/02/2019,1001,2014,8,62.12
24/12/2018,1004,2017,7,65.16
12/06/2022,1003,2014,5,20.51
26/09/2022,1003,2003,5,31.31
13/07/2022,1003,2010,8,75.69
14/05/2021,1001,2006,4,31.41
01/09/2020,1004,2007,7,37.15
05/07/2021,1004,2018,10,46.75
12/08/2021,1003,2020,10,56.15
12/02/2021,1002,2005,10,75.17
25/11/2019,1003,2004,4,21.29
27/12/2018,1001,2002,5,33.65
21/09/2022,1002,2008,2,23.42
28/08/2020,1003,2006,10,73.36
16/05/2018,1003,2001,4,25.86
31/03/2021,1004,2009,1,7.99
08/10/2019,1001,2007,2,22.76
06/06/2022,1001,2007,1,7.72
02/04/2018,1002,2012,1,3.13
08/02/2018,1005,2020,1,6.93
13/12/2018,1002,2003,9,36.52
19/05/2020,1005,2008,3,27.69
02/07/2019,1003,2005,5,54.74
02/02/2018,1001,2015,9,45.35
14/01/2022,1003,2005,3,13.12
09/07/2019,1004,2003,2,16.11
16/11/2022,1001,2007,4,24.42
27/10/2022,1002,2013,10,77.68
24/03/2020,1003,2002,3,25.11
10/03/2021,1005,2009,1,3.24
25/11/2021,1003,2003,1,5.5
07/02/2018,1005,2020,3,20.51
05/08/2021,1003,2007,10,76.67
19/06/2019,1003,2016,1,8.7
19/09/2019,1005,2001,3,25.69
21/05/2020,1004,2009,3,8.54
29/05/2019,1001,2018,10,42.16
25/02/2022,1004,2017,6,33.32
25/11/2019,1005,2018,3,39.08
02/09/2022,1004,2020,7,52.33
06/08/2020,1001,2016,4,46.89
16/10/2021,1003,2006,5,35.84
01/04/2019,1001,2009,5,34.73
22/08/2021,1004,2003,3,21.49
26/02/2018,1002,2019,8,40.2
19/12/2019,1001,2003,3,18.38
15/06/2021,1003,2008,10,44.54
05/07/2019,1002,2002,3,25.6
20/10/2021,1004,2015,9,66.03
25/01/2022,1005,2005,8,54.44
02/02/2022,1005,2009,2,20.34
03/02/2020,1005,2013,1,2.57
05/02/2018,1001,2015,7,32.54
30/05/2021,1005,2011,4,28.34
29/01/2019,1002,2011,9,74.2
12/04/2020,1002,2006,8,77.65
01/10/2018,1004,2001,7,59.33
05/08/2021,1001,2008,2,11.04
24/05/2022,1001,2011,1,8.26
29/01/2022,1004,2012,6,38.5
11/04/2018,1003,2006,5,30.32
06/10/2020,1001,2005,1,4.86
14/12/2022,1005,2019,2,6.01
16/01/2021,1002,2010,3,27.01
11/12/2020,1004,2017,3,16.92
21/08/2020,1001,2017,9,62.88
16/06/2019,1004,2020,3,19.89
16/02/2018,1001,2018,8,81.7
22/01/2020,1002,2017,9,59.78
02/03/2022,1004,2019,1,9.38
16/08/2019,1003,2005,6,20.18
10/03/2019,1002,2018,2,17.61
08/10/2018,1001,2013,8,82.85
05/07/2021,1004,2013,4,33.84
05/05/2022,1003,2015,2,9.93
27/12/2021,1001,2010,2,8.48
12/08/2018,1005,2006,8,81.63
25/07/2020,1004,2012,7,27.09
23/12/2020,1005,2007,1,5.34
01/11/2018,1005,2008,7,82.79
30/12/2021,1004,2001,7,88.27
13/08/2022,1001,2008,10,65.01
04/11/2021,1003,2005,9,88.09
01/02/2022,1001,2005,4,47.16
07/08/2020,1001,2020,6,35.25
04/03/2018,1005,2012,8,57.25
09/01/2019,1003,2020,5,31.94
26/05/2021,1004,2003,8,53.17
20/04/2020,1005,2005,1,6.04
03/03/2020,1001,2007,8,36.55
14/10/2021,1003,2010,9,92.79
13/07/2022,1003,2004,6,66.23
15/04/2022,1001,2017,6,45.34
03/03/2019,1004,2017,3,27.1
16/05/2020,1005,2006,4,40.44
25/07/2022,1002,2014,10,71.99
05/01/2021,1004,2007,8,78.48
24/07/2020,1003,2012,7,51.45
03/10/2021,1003,2020,7,27.89
25/05/2021,1002,2018,8,59.87
02/04/2020,1004,2002,2,8.99
21/05/2018,1004,2015,5,40.96
14/10/2020,1003,2010,4,49.67
02/07/2022,1002,2016,4,24.09
01/12/2018,1005,2009,2,16.64
14/10/2020,1003,2012,5,21.89
05/12/2022,1002,2008,1,9.56
05/03/2022,1002,2001,3,9.84
17/07/2018,1001,2009,1,2.32
13/09/2021,1001,2005,4,16.8
09/07/2020,1003,2005,10,65.75
12/02/2022,1005,2008,8,49.18
13/07/2019,1004,2015,1,7.3
08/02/2020,1003,2015,5,8.01
19/06/2019,1004,2006,1,4.17
02/02/2019,1003,2003,4,21.04
06/03/2019,1005,2017,5,57.46
02/11/2020,1003,2005,10,91.5
14/09/2020,1002,2018,5,35.54
06/12/2019,1004,2018,3,25.67
23/10/2018,1001,2017,4,43.53
18/03/2021,1004,2016,1,10.19
20/02/2018,1001,2016,5,34.18
18/03/2022,1004,2006,2,9.99
31/10/2018,1004,2015,4,16.65
25/12/2021,1003,2006,4,33.93
09/07/2021,1003,2013,10,79.31
11/06/2018,1001,2006,9,40.74
23/02/2022,1005,2019,1,4.26
20/03/2019,1002,2011,3,11.39
03/09/2018,1005,2006,7,46.72
04/11/2020,1003,2015,1,3.8
07/10/2018,1002,2016,7,49.93
08/03/2022,1005,2016,2,14.7
22/02/2021,1004,2020,7,18.26
11/07/2019,1001,2020,1,6.95
08/09/2018,1005,2014,3,26.04
24/06/2019,1003,2011,1,9.62
24/06/2019,1005,2020,5,40.27
07/12/2020,1002,2001,4,21.22
02/08/2018,1001,2003,10,33.2
23/05/2022,1003,2003,5,50.32
04/02/2020,1005,2020,9,33.63
28/09/2019,1005,2015,9,94.64
03/01/2020,1004,2010,5,58.64
04/06/2020,1003,2004,1,6.01
14/04/2021,1001,2007,1,7.63
23/06/2019,1003,2001,1,5.45
02/01/2022,1001,2008,4,29.15
01/01/2022,1002,2001,10,62.31
07/11/2018,1002,2004,5,43.49
18/06/2019,1002,2008,4,13.97
23/03/2018,1003,2012,8,42.08
11/11/2022,1004,2004,6,74.44
06/04/2020,1002,2011,10,45.5
01/05/2018,1004,2018,8,67.91
09/10/2020,1001,2014,8,48.16
04/08/2018,1002,2020,3,17.39
04/09/2021,1002,2005,3,43.84
29/11/2019,1005,2006,1,4.45
13/11/2020,1003,2014,8,23.2
27/08/2019,1004,2016,9,36.93
18/01/2022,1001,2016,8,52.3
25/02/2018,1005,2003,3,16.45
06/07/2022,1004,2017,6,32.35
14/11/2021,1002,2002,1,8.75
05/03/2021,1005,2006,10,88.92
02/12/2021,1001,2013,6,44.17
28/08/2020,1005,2018,5,58.84
01/08/2021,1001,2016,9,52.82
22/11/2022,1002,2017,1,9.65
22/11/2019,1004,2010,10,48.32
12/02/2022,1002,2014,10,62.59
14/09/2020,1001,2001,8,49.14
04/12/2022,1003,2010,4,54.06
28/03/2022,1002,2013,4,32.37
19/08/2018,1003,2002,4,26.04
24/11/2020,1002,2002,8,85.98
15/04/2018,1005,2012,1,10.57
07/05/2020,1001,2006,3,13.75
25/12/2019,1004,2012,7,48.06
02/09/2022,1005,2011,8,51.06
21/11/2021,1005,2006,1,8.19
12/11/2018,1003,2015,4,42.7
25/09/2020,1003,2005,5,19.48
08/09/2018,1001,2020,9,55.98
01/08/2020,1001,2003,3,10.94
13/02/2020,1003,2015,7,31.54
04/03/2018,1005,2006,1,10.84
15/01/2022,1005,2014,1,13.68
02/11/2019,1001,2005,7,53
11/06/2020,1002,2004,5,47.38
04/06/2018,1005,2015,1,4.05
22/10/2022,1002,2018,8,47.65
14/07/2022,1003,2020,3,20.18
28/07/2020,1001,2015,1,9.22
04/06/2018,1001,2004,9,66.62
03/03/2018,1003,2019,9,81.18
19/09/2019,1003,2010,7,20.36
12/03/2020,1002,2014,6,23.29
12/03/2018,1005,2005,6,47.64
22/11/2018,1004,2013,10,108.1
26/02/2020,1003,2014,5,41.47
21/05/2019,1003,2007,10,57.5
08/03/2018,1004,2015,2,10.1
06/07/2018,1002,2012,8,39.74
10/03/2020,1003,2017,6,68.58
25/11/2021,1004,2017,2,13.27
20/08/2020,1005,2007,9,72.34
30/07/2021,1003,2007,6,47.4
01/04/2022,1005,2002,3,17.98
18/04/2019,1002,2007,5,50.3
02/07/2021,1005,2017,4,18.25
17/08/2019,1005,2017,6,53.95
03/09/2022,1001,2004,8,98.42
15/03/2018,1004,2004,7,33.68
27/08/2019,1001,2018,1,6.99
04/05/2018,1005,2013,1,4.97
02/06/2022,1001,2004,3,9.08
02/08/2019,1004,2014,3,18.53
28/10/2018,1002,2011,7,54.73
30/12/2021,1003,2008,4,12.41
17/09/2019,1001,2002,9,49.53
04/12/2018,1005,2005,9,52.68
15/06/2019,1003,2010,5,19.76
19/12/2022,1001,2020,6,32.73
16/02/2021,1001,2014,4,20.36
23/09/2021,1004,2010,4,42.06
23/07/2019,1004,2017,2,21.26
20/09/2021,1001,2009,1,7.65
16/08/2021,1005,2017,4,28.74
24/04/2021,1004,2018,10,50.73
26/03/2022,1002,2001,9,56.26
20/08/2022,1002,2017,10,67.8
09/11/2018,1001,2003,9,63.28
10/05/2018,1003,2014,3,32.57
31/10/2020,1004,2012,5,42.12
08/02/2020,1002,2003,8,40.93
14/11/2021,1005,2008,7,45.08
17/07/2018,1002,2017,1,6.68
26/07/2021,1001,2003,1,5.14
27/02/2018,1003,2020,2,8.56
01/03/2021,1005,2012,2,15.25
19/10/2018,1004,2007,2,10.18
07/06/2019,1001,2008,8,47.87
07/03/2018,1003,2020,10,19.03
01/10/2022,1004,2012,8,107.99
31/10/2018,1003,2020,8,63.99
12/06/2018,1001,2020,3,11.08
23/06/2022,1003,2018,2,14.63
17/11/2022,1002,2016,1,4.53
09/04/2018,1003,2004,10,38.84
02/12/2022,1001,2008,5,25.39
17/01/2020,1001,2001,5,15.01
15/04/2020,1004,2006,7,41.27
28/10/2019,1004,2020,3,21.06
18/02/2018,1003,2005,6,44.17
11/04/2022,1002,2002,4,35.54
22/12/2019,1004,2010,9,71.62
26/05/2018,1005,2008,5,56.5
06/10/2018,1002,2005,2,8.92
31/03/2019,1005,2004,7,71.3
23/05/2021,1001,2015,5,23.16
23/10/2021,1003,2014,7,44.67
21/05/2020,1002,2008,5,20.07
05/09/2021,1005,2014,7,59.81
17/05/2021,1002,2005,6,83.95
26/07/2021,1005,2011,8,41.02
12/08/2018,1003,2017,8,92
30/03/2019,1003,2004,2,31.48
07/10/2018,1001,2015,8,51.61
24/06/2018,1004,2010,3,8.23
15/11/2019,1002,2017,4,26.39
07/05/2018,1005,2018,9,114.15
28/01/2022,1005,2013,3,10.91
08/02/2020,1003,2016,2,17.71
31/08/2021,1005,2012,4,27.3
16/10/2022,1002,2018,3,18.03
20/03/2018,1005,2017,6,63.79
14/05/2021,1003,2012,6,30.34
06/05/2018,1004,2006,7,51.15
22/08/2022,1001,2007,6,62.67
19/11/2022,1004,2015,3,26.61
14/09/2020,1003,2019,3,19.53
23/12/2020,1002,2016,8,62
21/03/2020,1003,2009,2,10.9
17/12/2020,1003,2006,1,4.26
11/04/2021,1005,2017,4,11.63
09/10/2022,1002,2006,9,77.04
13/11/2018,1004,2003,6,100.5
11/02/2018,1003,2012,4,23.72
06/01/2020,1002,2008,2,14.35
04/07/2022,1003,2006,6,57.07
02/09/2021,1003,2008,9,86.04
01/10/2018,1002,2019,1,7.21
22/05/2019,1005,2008,4,17.06
19/05/2020,1003,2016,10,60.85
26/10/2022,1005,2014,9,50.89
04/04/2018,1003,2019,1,3.62
03/05/2019,1004,2001,6,54.9
02/12/2019,1003,2018,1,10.63
04/08/2018,1003,2002,10,83.88
30/09/2020,1003,2004,4,31.08
05/05/2018,1003,2003,9,41.06
22/11/2020,1003,2001,4,26.03
15/11/2021,1004,2019,1,5.18
27/05/2022,1004,2012,10,125.63
04/08/2019,1001,2004,2,14.72
19/05/2022,1005,2010,10,63.03
30/09/2020,1004,2019,1,11.71
18/06/2018,1002,2009,9,70.18
23/10/2022,1005,2001,6,79.46
01/05/2019,1002,2020,2,21.32
04/08/2019,1003,2008,9,65.9
17/11/2022,1002,2020,6,34.56
07/08/2020,1004,2009,10,104.03
13/12/2019,1004,2010,2,23.99
07/12/2019,1004,2003,4,47.9
16/04/2022,1002,2019,8,29.56
09/12/2019,1005,2017,2,10.99
15/07/2019,1001,2018,10,28.48
27/01/2019,1005,2008,7,28.99
27/04/2018,1002,2017,10,51.46
18/09/2019,1003,2002,10,60.79
26/10/2018,1005,2016,7,60.78
25/01/2022,1005,2010,4,23.07
07/08/2022,1003,2005,6,35.31
16/04/2018,1001,2011,10,77.13
19/09/2022,1005,2011,6,44.56
01/06/2020,1001,2013,6,25.91
18/07/2020,1001,2001,3,36.99
07/09/2021,1002,2014,2,20.15
11/08/2021,1003,2012,10,121.64
01/01/2018,1003,2015,2,25.82
02/04/2022,1003,2019,10,33.48
08/04/2019,1001,2010,10,95.97
07/10/2018,1001,2011,1,9.26
16/07/2021,1004,2018,4,30.75
08/06/2021,1003,2010,5,23.3
30/08/2020,1002,2012,8,31.77
14/02/2022,1005,2004,8,55.05
14/01/2021,1002,2020,2,17.79
06/08/2019,1002,2008,9,71.65
26/01/2019,1004,2019,5,28.93
02/02/2020,1001,2005,5,32.44
15/03/2018,1005,2017,1,6.02
21/06/2022,1005,2005,7,42.05
17/04/2018,1002,2005,9,42.27
20/02/2022,1001,2020,4,13.57
21/04/2022,1003,2005,10,45.9
12/09/2022,1004,2015,2,24.05
20/02/2021,1001,2016,10,49.25
20/01/2018,1003,2018,10,154.41
08/09/2018,1003,2010,6,31.73
30/01/2021,1003,2006,10,58.07
08/01/2021,1003,2013,3,7.11
23/10/2018,1003,2010,5,38.66
23/06/2020,1002,2004,10,67.81
17/07/2018,1001,2015,4,17.23
10/02/2018,1002,2011,10,44.19
14/07/2019,1004,2019,1,7.1
01/05/2018,1005,2013,7,35.84
26/07/2022,1003,2016,4,22.04
19/05/2018,1005,2007,3,29.91
19/09/2021,1002,2019,4,23.98
17/12/2022,1004,2008,6,42.13
26/06/2018,1003,2018,10,89.39
03/07/2020,1001,2004,4,25.12
18/11/2019,1003,2009,10,70.83
24/01/2018,1002,2018,9,56.71
17/11/2020,1001,2012,10,28.71
21/07/2021,1004,2005,8,36.52
15/11/2019,1002,2007,6,71.36
24/02/2020,1001,2017,6,38.44
05/10/2019,1001,2018,7,57
26/12/2020,1001,2013,2,6.37
28/08/2022,1003,2010,3,16.16
28/08/2022,1005,2019,5,51.43
19/07/2019,1002,2003,9,30.73
07/02/2020,1005,2005,5,16.23
28/02/2018,1004,2004,10,80.63
06/12/2020,1003,2004,8,74.93
27/09/2019,1002,2014,2,4.04
12/09/2021,1001,2009,2,27.36
07/01/2019,1004,2020,3,17.07
20/03/2020,1004,2019,5,46.34
24/12/2020,1005,2004,8,60.12
10/10/2022,1002,2013,10,41.82
22/12/2019,1005,2018,4,31.57
26/11/2020,1002,2017,6,65.4
04/10/2022,1002,2006,3,15.36
08/02/2019,1003,2006,7,27.88
19/09/2018,1004,2018,10,65.6
07/04/2018,1004,2018,5,14.49
14/04/2020,1005,2008,1,4.06
20/03/2021,1004,2019,7,42.44
18/01/2019,1004,2019,5,28.45
31/07/2021,1004,2012,3,39.52
03/12/2021,1004,2005,1,14.67
05/09/2022,1002,2003,1,7.27
17/12/2020,1003,2010,1,5.25
27/12/2019,1001,2002,6,36.64
31/10/2021,1005,2008,3,15.41
19/12/2022,1005,2006,3,23.47
01/07/2022,1004,2020,3,23.15
21/05/2020,1001,2016,4,25.46
30/08/2022,1001,2007,3,19.29
26/06/2019,1003,2013,2,12.96
05/01/2020,1005,2011,6,37.7
