HireDate,TerminationDate,JobTitle,Department,Salary,Gender
24/12/2020,12/09/2022,Sales Representative,Sales,46114.6,Female
08/10/2022,10/10/2022,Sales Representative,Engineering,49685.86,Female
09/02/2020,26/01/2021,Marketing Manager,Engineering,88153.5,Female
26/05/2021,05/06/2021,Marketing Manager,Marketing,39673.48,Male
12/01/2022,22/11/2022,Human Resources,Sales,56537.36,Female
21/07/2022,22/08/2022,Designer,Product,38060.68,Male
23/04/2021,11/11/2022,Designer,Product,58606.44,Female
21/07/2021,13/09/2022,Marketing Manager,Sales,30152.06,Male
17/04/2018,11/10/2019,Product Manager,Sales,54228.97,Female
09/08/2021,15/12/2021,Sales Representative,Design,113132.2,Male
10/10/2021,16/05/2022,Software Engineer,Data Science,93262.07,Male
11/10/2021,17/02/2022,Human Resources,Sales,85082.37,Male
14/08/2020,18/01/2022,Data Scientist,Product,73050.38,Female
23/05/2019,23/12/2021,Human Resources,Engineering,90846.38,Male
10/01/2019,25/02/2022,Data Scientist,Marketing,139903.11,Male
26/04/2018,05/08/2018,Human Resources,Human Resources,57487.54,Female
01/02/2020,22/10/2021,Marketing Manager,Marketing,137725.97,Male
31/07/2021,07/09/2022,Sales Representative,Product,36466.77,Male
05/02/2019,15/08/2022,Product Manager,Product,51472.99,Male
25/02/2019,08/07/2021,Data Scientist,Engineering,51438.21,Female
06/06/2019,11/02/2022,Product Manager,Product,60722.18,Male
22/08/2018,18/05/2020,Designer,Engineering,52402.63,Female
09/04/2018,16/09/2020,Product Manager,Data Science,78177.62,Male
23/06/2020,16/04/2021,Sales Representative,Sales,82868.89,Male
17/03/2021,25/09/2021,Software Engineer,Design,63877.63,Female
23/11/2021,10/07/2022,Marketing Manager,Engineering,171163.37,Female
07/07/2021,11/10/2022,Data Scientist,Marketing,48684.34,Male
22/10/2021,04/01/2022,Software Engineer,Sales,117701.88,Male
14/12/2019,15/03/2022,Marketing Manager,Engineering,75107.04,Female
04/01/2018,22/08/2020,Software Engineer,Product,33512.9,Female
13/01/2021,01/10/2022,Software Engineer,Data Science,76008.3,Female
29/08/2022,14/11/2022,Designer,Product,86310.8,Male
02/12/2019,03/01/2020,Marketing Manager,Design,57970.13,Male
12/01/2020,12/02/2020,Sales Representative,Human Resources,59442.14,Male
08/07/2021,26/08/2022,Human Resources,Design,29418.72,Female
08/07/2018,21/06/2022,Sales Representative,Marketing,95722.07,Female
15/09/2020,20/05/2021,Marketing Manager,Design,35236.78,Male
17/02/2022,21/04/2022,Software Engineer,Sales,96950.9,Male
14/10/2019,13/05/2022,Human Resources,Data Science,65033.94,Female
22/08/2018,27/12/2019,Human Resources,Sales,101263.05,Male
26/04/2022,16/09/2022,Software Engineer,Data Science,97746.2,Female
04/12/2021,17/12/2022,Designer,Product,90396.91,Male
23/08/2018,22/10/2021,Human Resources,Design,67606.53,Male
21/09/2020,24/03/2021,Data Scientist,Engineering,140952.99,Male
10/09/2020,17/10/2022,Product Manager,Sales,57860.31,Female
25/12/2021,17/06/2022,Software Engineer,Design,50756.06,Female
16/03/2019,22/10/2020,Marketing Manager,Product,134167.54,Male
16/02/2019,29/11/2019,Designer,Engineering,51447.23,Male
22/04/2022,10/05/2022,Data Scientist,Marketing,91926.27,Male
06/11/2019,25/07/2021,Software Engineer,Marketing,78107.14,Female
13/12/2021,05/04/2022,Product Manager,Design,39141.56,Male
01/08/2018,07/12/2018,Marketing Manager,Sales,66576.7,Female
23/09/2018,22/02/2021,Sales Representative,Data Science,117325.7,Male
05/08/2019,21/10/2019,Designer,Sales,86376.65,Female
14/08/2022,20/10/2022,Data Scientist,Design,45234.39,Male
24/08/2022,06/09/2022,Sales Representative,Marketing,41554.15,Male
12/03/2019,08/03/2021,Designer,Data Science,55293.02,Female
02/01/2019,20/03/2019,Software Engineer,Data Science,86295.8,Male
16/03/2019,07/05/2020,Human Resources,Engineering,26895.8,Male
20/07/2022,12/12/2022,Human Resources,Design,86179.34,Male
16/12/2019,19/01/2021,Product Manager,Sales,24610.61,Male
03/01/2021,12/06/2021,Data Scientist,Human Resources,82353.06,Male
27/03/2020,09/10/2022,Software Engineer,Human Resources,90902.98,Male
06/08/2022,31/10/2022,Sales Representative,Design,67245.47,Male
26/05/2019,29/05/2022,Product Manager,Product,89559.25,Female
27/08/2019,27/11/2020,Product Manager,Sales,91295.58,Female
07/01/2021,30/12/2022,Human Resources,Human Resources,85370.78,Female
25/12/2018,30/06/2020,Software Engineer,Data Science,56587.64,Male
31/08/2020,17/03/2021,Human Resources,Data Science,48734.65,Female
28/07/2020,17/02/2021,Designer,Product,36205.34,Male
20/06/2018,15/08/2022,Data Scientist,Engineering,107655.81,Female
17/12/2021,12/08/2022,Product Manager,Human Resources,82684.24,Male
24/07/2022,08/10/2022,Data Scientist,Marketing,66786.55,Female
09/07/2020,26/10/2020,Software Engineer,Marketing,64364.59,Female
15/02/2019,30/04/2021,Marketing Manager,Data Science,77071.22,Male
20/05/2020,23/03/2022,Sales Representative,Sales,58395.24,Female
23/09/2021,29/05/2022,Marketing Manager,Human Resources,123442.99,Male
12/01/2021,06/03/2022,Product Manager,Marketing,101520.16,Male
10/07/2021,13/07/2021,Marketing Manager,Marketing,77511.2,Male
25/08/2018,19/07/2021,Software Engineer,Engineering,49300.82,Female
29/09/2018,30/12/2022,Software Engineer,Data Science,59540.81,Female
30/11/2020,19/10/2021,Software Engineer,Human Resources,55282.57,Female
04/09/2022,22/09/2022,Designer,Design,55969.5,Female
25/06/2019,27/09/2020,Human Resources,Sales,72373.35,Male
18/03/2019,10/12/2020,Product Manager,Marketing,84174.96,Female
28/08/2022,03/09/2022,Designer,Engineering,88819.78,Male
31/01/2019,03/11/2020,Human Resources,Engineering,42813.38,Male
10/09/2018,11/05/2019,Sales Representative,Product,57619.88,Male
02/07/2021,08/12/2021,Data Scientist,Marketing,90013.57,Male
22/12/2019,26/04/2022,Sales Representative,Design,78367.52,Female
10/01/2018,02/03/2018,Data Scientist,Engineering,130428.26,Male
16/02/2019,01/05/2021,Software Engineer,Sales,34864.7,Female
21/12/2022,22/12/2022,Sales Representative,Marketing,51480.67,Female
27/02/2022,23/12/2022,Sales Representative,Engineering,91100.97,Male
03/11/2022,25/11/2022,Sales Representative,Product,60225.06,Female
01/01/2019,10/10/2019,Product Manager,Engineering,102928.64,Female
28/05/2018,08/10/2018,Sales Representative,Design,63141.08,Male
06/08/2019,19/12/2021,Marketing Manager,Sales,66667.97,Male
22/09/2020,20/10/2022,Software Engineer,Data Science,126753.03,Male
27/06/2018,06/02/2019,Designer,Marketing,27480.43,Male
18/05/2021,27/12/2022,Marketing Manager,Sales,54546.79,Female
27/04/2018,24/08/2019,Data Scientist,Data Science,90626.09,Female
13/10/2019,25/01/2022,Software Engineer,Sales,125239.48,Male
01/12/2022,11/12/2022,Software Engineer,Marketing,75479.51,Female
26/05/2021,27/03/2022,Designer,Design,45606.8,Female
17/01/2020,26/07/2021,Data Scientist,Engineering,45797.37,Male
26/09/2021,17/03/2022,Data Scientist,Sales,69874.4,Female
14/04/2020,11/09/2022,Marketing Manager,Sales,40820.42,Female
01/11/2018,10/06/2022,Marketing Manager,Marketing,92252.73,Male
03/04/2019,20/05/2022,Data Scientist,Human Resources,89852.78,Female
06/11/2020,16/08/2022,Data Scientist,Data Science,41144.35,Female
02/07/2020,15/08/2021,Human Resources,Data Science,38298.32,Female
03/08/2022,13/09/2022,Software Engineer,Marketing,59289.04,Male
29/05/2021,13/03/2022,Software Engineer,Data Science,150340.67,Male
18/03/2019,19/02/2020,Sales Representative,Design,45397.41,Male
21/10/2018,01/12/2022,Product Manager,Marketing,95109.9,Male
26/07/2021,19/09/2022,Product Manager,Human Resources,34741.09,Male
02/05/2020,30/08/2021,Designer,Marketing,28256.14,Female
12/05/2022,26/10/2022,Sales Representative,Sales,55757.05,Female
10/02/2018,10/02/2022,Software Engineer,Human Resources,59684.73,Male
05/01/2021,25/10/2022,Software Engineer,Product,48582.51,Male
05/12/2021,02/09/2022,Data Scientist,Engineering,65022.77,Male
17/03/2019,13/10/2020,Marketing Manager,Sales,70643.01,Male
11/11/2020,11/01/2022,Human Resources,Design,45603.93,Male
06/03/2019,01/05/2022,Sales Representative,Engineering,79632.71,Male
31/07/2021,31/12/2021,Sales Representative,Data Science,50330.14,Male
22/09/2018,20/08/2022,Data Scientist,Data Science,70018.36,Female
22/10/2022,23/12/2022,Product Manager,Data Science,107673.64,Male
27/09/2022,01/11/2022,Sales Representative,Marketing,89661.58,Female
26/06/2018,27/03/2019,Product Manager,Product,53163.74,Female
21/01/2021,03/01/2022,Sales Representative,Data Science,58184.29,Female
25/03/2021,11/04/2021,Sales Representative,Data Science,72857.31,Male
23/11/2020,27/07/2021,Marketing Manager,Data Science,52560.84,Female
21/07/2020,05/08/2022,Designer,Design,70862.3,Female
27/05/2018,29/09/2022,Human Resources,Human Resources,115091.81,Male
03/11/2022,08/12/2022,Human Resources,Data Science,49838.16,Female
03/03/2018,02/12/2022,Sales Representative,Sales,61691.42,Female
07/11/2019,17/09/2021,Software Engineer,Sales,128250.02,Male
19/08/2020,29/07/2021,Human Resources,Sales,106475.49,Female
06/06/2020,24/04/2022,Human Resources,Human Resources,52258.61,Female
09/06/2022,16/09/2022,Human Resources,Sales,70174.72,Male
08/05/2019,25/08/2021,Marketing Manager,Engineering,28954.27,Male
15/06/2020,03/07/2022,Product Manager,Data Science,52974.61,Female
12/01/2019,31/01/2022,Human Resources,Product,50822.58,Female
10/02/2020,28/04/2020,Product Manager,Data Science,55078.95,Male
11/08/2021,06/01/2022,Marketing Manager,Product,85415.82,Male
20/02/2020,15/05/2022,Data Scientist,Marketing,81487.38,Female
11/03/2022,25/03/2022,Marketing Manager,Data Science,45863.15,Male
31/05/2020,21/09/2021,Sales Representative,Engineering,43757.55,Male
03/10/2020,06/07/2021,Data Scientist,Human Resources,110188.13,Female
09/10/2019,26/09/2021,Marketing Manager,Engineering,57784.29,Male
14/10/2018,03/06/2020,Data Scientist,Product,47489.6,Female
09/12/2019,25/04/2021,Human Resources,Marketing,67448.02,Male
17/02/2019,17/03/2019,Software Engineer,Design,73266.55,Female
21/11/2019,27/01/2022,Software Engineer,Data Science,53305.15,Male
13/12/2020,11/02/2022,Sales Representative,Sales,29043.37,Female
31/05/2022,30/12/2022,Designer,Human Resources,42460.12,Female
05/12/2022,30/12/2022,Sales Representative,Sales,70275.55,Male
22/11/2021,23/10/2022,Sales Representative,Product,44395.7,Female
29/10/2021,14/11/2021,Software Engineer,Data Science,107940.17,Male
03/01/2021,12/12/2022,Human Resources,Human Resources,94765.27,Female
02/07/2020,16/02/2021,Product Manager,Sales,46398.77,Female
22/03/2019,20/08/2019,Marketing Manager,Engineering,21452.57,Male
26/12/2021,12/07/2022,Software Engineer,Design,61245.51,Male
30/10/2021,14/03/2022,Human Resources,Design,105864.91,Male
29/10/2018,05/12/2022,Sales Representative,Product,91247.47,Female
19/08/2022,08/12/2022,Human Resources,Human Resources,66355.8,Female
14/07/2018,27/10/2019,Marketing Manager,Marketing,40419.08,Female
16/12/2022,20/12/2022,Designer,Design,64912.35,Female
15/03/2021,21/09/2021,Software Engineer,Human Resources,131042.98,Male
10/02/2021,23/03/2021,Designer,Marketing,53390.57,Male
02/11/2020,18/06/2022,Sales Representative,Human Resources,70028.68,Female
22/05/2019,03/04/2020,Human Resources,Sales,23925.54,Female
19/04/2020,23/05/2021,Data Scientist,Human Resources,64383.17,Female
23/12/2021,17/07/2022,Product Manager,Marketing,54276.33,Male
18/07/2019,30/06/2021,Software Engineer,Engineering,60225.71,Male
06/06/2019,25/11/2020,Data Scientist,Product,94467.64,Male
25/12/2022,29/12/2022,Product Manager,Sales,56390.68,Female
29/09/2021,01/09/2022,Human Resources,Data Science,73900.29,Female
05/09/2018,01/10/2018,Human Resources,Marketing,76181.59,Male
04/12/2020,04/08/2021,Data Scientist,Sales,48910.75,Female
26/11/2020,27/12/2020,Marketing Manager,Engineering,44197.57,Male
02/05/2018,08/02/2019,Data Scientist,Sales,94438.57,Male
23/06/2019,29/01/2022,Data Scientist,Product,77947.3,Female
16/10/2021,07/09/2022,Data Scientist,Marketing,45435.06,Male
24/10/2019,25/06/2020,Human Resources,Human Resources,61481.44,Female
25/08/2022,11/12/2022,Software Engineer,Product,46476.91,Female
03/04/2019,31/07/2022,Data Scientist,Product,48716.54,Female
04/03/2019,20/07/2020,Sales Representative,Sales,43765.92,Male
02/12/2019,26/12/2022,Product Manager,Sales,96812.47,Female
03/12/2019,13/12/2019,Sales Representative,Marketing,56058.2,Male
24/12/2019,13/01/2020,Software Engineer,Human Resources,90348.19,Female
09/10/2019,03/12/2022,Product Manager,Data Science,53073.1,Male
19/01/2018,26/10/2022,Data Scientist,Design,59800.91,Female
05/09/2018,06/10/2022,Marketing Manager,Product,42969.88,Female
06/01/2018,24/04/2020,Software Engineer,Data Science,99927.06,Female
08/10/2021,21/03/2022,Sales Representative,Product,78814.34,Female
28/05/2018,27/09/2019,Designer,Marketing,54138.41,Female
26/01/2022,20/02/2022,Sales Representative,Human Resources,62785.73,Male
22/12/2021,03/12/2022,Human Resources,Sales,57106.75,Female
08/06/2021,14/04/2022,Sales Representative,Human Resources,68366.95,Female
24/06/2021,15/10/2021,Product Manager,Sales,57530.66,Male
27/01/2019,29/10/2022,Product Manager,Engineering,38415.04,Female
14/04/2019,20/06/2022,Software Engineer,Human Resources,70506.34,Female
14/04/2020,08/05/2022,Software Engineer,Product,98062.83,Male
26/09/2020,14/10/2021,Product Manager,Data Science,65510.66,Male
28/08/2019,10/11/2019,Human Resources,Human Resources,15648.34,Female
24/02/2018,14/05/2018,Human Resources,Data Science,95980.17,Male
03/11/2020,18/01/2021,Marketing Manager,Product,37334.91,Male
30/01/2019,22/10/2019,Sales Representative,Sales,22011.95,Male
16/09/2018,06/05/2020,Software Engineer,Marketing,82027.34,Male
05/05/2019,22/08/2022,Designer,Sales,51505.82,Male
17/05/2021,28/10/2021,Sales Representative,Engineering,63685.27,Male
04/05/2021,16/08/2021,Software Engineer,Engineering,45574.44,Female
09/03/2020,05/12/2022,Human Resources,Data Science,53467.22,Female
27/03/2021,09/10/2022,Software Engineer,Engineering,99704.32,Female
03/06/2020,19/06/2022,Designer,Product,54504.82,Male
11/03/2018,28/07/2018,Designer,Design,115440.25,Male
04/05/2018,15/03/2021,Sales Representative,Sales,138153.47,Female
09/08/2019,14/06/2021,Marketing Manager,Design,74603.1,Male
23/02/2021,14/04/2022,Human Resources,Product,44972.68,Female
28/06/2018,10/03/2019,Data Scientist,Sales,86889.04,Male
24/03/2021,20/06/2021,Designer,Product,66976.76,Female
30/04/2022,11/05/2022,Designer,Human Resources,60693.03,Female
20/10/2019,07/12/2019,Product Manager,Data Science,66979.18,Female
16/10/2020,17/01/2021,Product Manager,Human Resources,18508.82,Male
14/10/2021,17/03/2022,Product Manager,Marketing,39351.63,Male
12/10/2020,02/06/2022,Data Scientist,Marketing,54721.05,Female
06/02/2020,20/12/2020,Data Scientist,Human Resources,95800,Female
24/01/2020,01/01/2022,Product Manager,Product,120992.93,Male
07/01/2018,19/09/2021,Marketing Manager,Sales,99520.58,Male
09/05/2021,20/11/2021,Product Manager,Product,26400.84,Female
04/03/2020,26/01/2021,Designer,Engineering,69251.85,Female
02/09/2018,31/03/2021,Sales Representative,Human Resources,66974.39,Male
15/08/2021,05/12/2022,Designer,Human Resources,58064.48,Female
26/01/2019,19/10/2019,Data Scientist,Marketing,69768.45,Male
24/06/2020,04/01/2022,Designer,Product,56675.31,Female
05/01/2019,18/08/2020,Human Resources,Data Science,46420.98,Male
06/10/2018,21/06/2020,Software Engineer,Marketing,121136.28,Male
04/01/2018,02/11/2022,Product Manager,Product,66821.59,Female
23/01/2019,29/04/2021,Designer,Engineering,85380.94,Female
27/07/2020,30/08/2022,Software Engineer,Human Resources,166532.21,Female
20/09/2018,27/08/2022,Data Scientist,Engineering,48418.52,Female
06/06/2020,12/12/2020,Human Resources,Product,122042.53,Male
19/08/2020,28/02/2021,Human Resources,Marketing,92759.46,Male
10/10/2020,19/01/2021,Data Scientist,Design,62788.63,Male
07/03/2022,27/11/2022,Software Engineer,Data Science,63580.49,Male
19/02/2020,18/07/2020,Product Manager,Product,42110.08,Female
11/06/2022,23/06/2022,Data Scientist,Data Science,98468.07,Male
19/03/2019,18/03/2021,Human Resources,Sales,88973.36,Male
02/11/2018,29/06/2022,Product Manager,Design,62470.3,Male
17/01/2019,05/03/2020,Data Scientist,Marketing,48852.82,Female
02/10/2022,22/11/2022,Product Manager,Sales,97657.12,Female
05/09/2020,12/12/2020,Human Resources,Engineering,74186.8,Male
13/12/2021,22/11/2022,Designer,Human Resources,75615.87,Female
03/03/2019,18/10/2020,Marketing Manager,Design,78863.32,Female
09/07/2019,12/01/2021,Sales Representative,Marketing,37104.29,Female
07/04/2019,03/07/2021,Sales Representative,Design,29939.75,Male
05/04/2020,05/06/2021,Product Manager,Sales,125884.49,Female
08/05/2019,20/05/2022,Product Manager,Data Science,51343.98,Female
08/01/2020,06/07/2020,Human Resources,Sales,62798.5,Female
19/06/2021,20/11/2021,Marketing Manager,Sales,35964.25,Female
16/05/2018,08/04/2019,Designer,Engineering,109782.15,Female
13/06/2022,20/08/2022,Software Engineer,Product,58159.78,Male
02/09/2021,26/04/2022,Human Resources,Human Resources,40794.47,Male
18/11/2021,22/02/2022,Marketing Manager,Data Science,85126.34,Male
25/04/2021,26/12/2021,Designer,Data Science,59773.12,Female
24/02/2020,22/01/2022,Designer,Human Resources,98115.32,Male
03/11/2022,23/11/2022,Product Manager,Sales,79566.31,Female
17/01/2022,14/04/2022,Sales Representative,Marketing,71218.86,Male
23/03/2021,22/01/2022,Designer,Sales,80133.23,Female
19/05/2018,25/01/2019,Human Resources,Product,58057.14,Female
22/01/2018,30/08/2022,Sales Representative,Product,48437.84,Female
03/06/2018,06/08/2018,Product Manager,Marketing,44164.08,Male
16/08/2018,19/03/2021,Human Resources,Product,78424.06,Male
02/04/2021,01/02/2022,Marketing Manager,Engineering,63731.33,Male
21/12/2020,05/04/2021,Designer,Human Resources,75706.53,Female
18/02/2020,22/01/2021,Product Manager,Engineering,72131.63,Male
13/11/2021,20/07/2022,Sales Representative,Product,59340.63,Female
01/05/2021,01/08/2022,Product Manager,Engineering,88694.77,Female
12/06/2020,20/07/2022,Human Resources,Sales,61263.03,Male
19/02/2020,12/12/2020,Software Engineer,Product,85552.68,Female
24/01/2018,16/11/2019,Designer,Product,67307.52,Male
14/04/2019,27/05/2022,Sales Representative,Marketing,71912.63,Male
13/10/2021,18/12/2022,Human Resources,Product,54992.12,Male
30/06/2022,13/08/2022,Human Resources,Design,48697.34,Male
25/06/2020,17/06/2022,Marketing Manager,Engineering,73550.26,Female
30/04/2018,18/01/2022,Sales Representative,Product,54902.07,Female
21/05/2022,14/09/2022,Sales Representative,Design,95025.26,Male
17/01/2019,08/07/2022,Marketing Manager,Human Resources,68606.77,Male
03/05/2019,16/06/2020,Designer,Sales,54129.88,Female
09/11/2018,21/07/2022,Human Resources,Data Science,60977.04,Male
24/10/2020,23/10/2021,Designer,Data Science,84429.97,Male
18/12/2018,07/09/2022,Marketing Manager,Design,49228.46,Female
23/06/2018,03/09/2020,Data Scientist,Engineering,40306.77,Female
15/03/2020,25/12/2020,Designer,Engineering,51140.14,Male
29/01/2020,21/11/2022,Human Resources,Design,74921.18,Male
01/09/2018,08/10/2021,Human Resources,Sales,93606.16,Male
13/01/2020,10/02/2022,Sales Representative,Human Resources,42624.38,Female
07/04/2021,20/02/2022,Sales Representative,Product,55594.08,Male
22/02/2021,21/04/2022,Sales Representative,Engineering,52587.53,Male
18/06/2018,30/05/2020,Data Scientist,Engineering,91889.31,Male
30/08/2020,07/11/2021,Product Manager,Marketing,87975.49,Male
20/06/2020,23/10/2020,Software Engineer,Human Resources,82109.21,Male
05/10/2022,07/11/2022,Sales Representative,Design,63364.82,Female
11/09/2019,10/09/2020,Marketing Manager,Product,14118.99,Male
04/03/2019,01/12/2021,Software Engineer,Data Science,125894.74,Male
16/08/2021,17/11/2022,Data Scientist,Human Resources,34084.02,Male
22/11/2021,15/08/2022,Product Manager,Sales,66760.17,Male
21/01/2020,07/07/2020,Human Resources,Engineering,77609.58,Male
28/08/2019,13/04/2020,Software Engineer,Marketing,63352.95,Female
19/06/2021,14/07/2022,Human Resources,Engineering,59991.1,Male
15/04/2022,16/08/2022,Data Scientist,Product,89488.26,Female
23/10/2018,07/08/2019,Product Manager,Human Resources,87772.23,Female
09/09/2019,24/01/2020,Software Engineer,Product,34456.96,Female
30/10/2020,18/08/2021,Data Scientist,Design,91783.14,Female
03/08/2019,16/02/2022,Product Manager,Marketing,46069.04,Male
09/11/2021,09/12/2021,Data Scientist,Marketing,84859.41,Female
22/07/2021,13/09/2021,Data Scientist,Marketing,57370.21,Female
20/01/2022,26/08/2022,Human Resources,Design,49942.79,Female
19/02/2018,25/03/2019,Marketing Manager,Engineering,63529.28,Female
29/01/2020,24/08/2021,Product Manager,Human Resources,61344.77,Female
17/09/2022,12/12/2022,Human Resources,Design,65191.18,Male
04/08/2021,31/12/2021,Designer,Product,53542.46,Male
10/06/2022,10/11/2022,Designer,Human Resources,51805.69,Male
18/05/2022,23/07/2022,Data Scientist,Marketing,70969.71,Male
20/11/2020,10/12/2021,Designer,Marketing,92307.58,Male
10/08/2022,17/08/2022,Designer,Data Science,34710.45,Female
22/09/2018,09/08/2020,Sales Representative,Product,74499.91,Male
13/01/2022,25/02/2022,Sales Representative,Design,97097.05,Male
02/07/2021,07/01/2022,Human Resources,Design,81893.64,Male
03/05/2019,14/10/2021,Product Manager,Product,102420.5,Male
22/04/2022,16/12/2022,Designer,Engineering,78350.1,Male
23/04/2019,08/06/2020,Sales Representative,Human Resources,32689.25,Male
29/03/2020,16/10/2020,Sales Representative,Product,76879.21,Male
28/03/2018,28/04/2020,Marketing Manager,Human Resources,55459.07,Male
11/01/2021,07/09/2022,Product Manager,Design,41672.81,Male
05/10/2019,12/09/2022,Product Manager,Marketing,91182.11,Male
20/08/2020,01/07/2021,Marketing Manager,Product,53814.88,Female
29/01/2019,23/07/2022,Data Scientist,Marketing,121228.54,Male
19/02/2021,08/03/2022,Marketing Manager,Human Resources,82960.45,Male
06/07/2022,29/11/2022,Product Manager,Engineering,41656.37,Male
03/08/2022,19/10/2022,Data Scientist,Engineering,52498.95,Female
18/06/2022,23/07/2022,Sales Representative,Human Resources,50823.97,Male
14/09/2020,05/03/2021,Marketing Manager,Design,47881.23,Female
02/05/2021,26/11/2021,Designer,Sales,114884.13,Female
14/05/2020,10/04/2021,Designer,Engineering,35013.07,Male
20/08/2021,25/11/2021,Human Resources,Design,104543.12,Female
10/11/2022,11/11/2022,Designer,Design,72417.24,Female
25/10/2021,20/09/2022,Software Engineer,Human Resources,59110.46,Male
22/07/2022,06/12/2022,Data Scientist,Data Science,166175.64,Male
06/11/2022,17/11/2022,Product Manager,Product,61743.18,Male
06/01/2021,20/09/2022,Data Scientist,Product,63100.65,Male
29/05/2019,24/05/2020,Human Resources,Product,93694.35,Female
25/12/2021,03/01/2022,Sales Representative,Sales,133445.17,Female
08/07/2022,07/11/2022,Software Engineer,Design,77864.71,Female
08/10/2020,25/06/2021,Software Engineer,Engineering,56132.71,Male
23/07/2022,18/09/2022,Marketing Manager,Sales,80968.72,Female
12/04/2022,29/11/2022,Designer,Sales,49854.17,Female
15/06/2018,04/12/2019,Product Manager,Human Resources,34938.79,Female
11/08/2018,24/08/2022,Human Resources,Product,63326.08,Male
10/03/2022,22/03/2022,Data Scientist,Human Resources,56516.92,Male
20/08/2020,08/09/2022,Data Scientist,Design,139407.23,Female
07/06/2020,03/10/2021,Product Manager,Human Resources,71821.4,Male
09/10/2022,04/11/2022,Designer,Engineering,66968.82,Male
28/03/2018,17/12/2019,Software Engineer,Marketing,45064.44,Male
17/10/2022,18/12/2022,Marketing Manager,Sales,53030.7,Male
20/01/2021,24/11/2021,Data Scientist,Sales,46982.78,Female
05/02/2018,13/05/2018,Designer,Product,82748.3,Male
19/07/2020,01/10/2022,Data Scientist,Marketing,67054.95,Male
17/08/2019,09/12/2022,Data Scientist,Engineering,50089.96,Male
22/02/2021,08/10/2022,Sales Representative,Data Science,105383.63,Female
24/11/2018,24/11/2018,Marketing Manager,Engineering,84066.67,Female
26/06/2020,11/07/2021,Data Scientist,Marketing,50781.5,Male
10/10/2019,16/02/2020,Data Scientist,Engineering,105427.57,Male
29/08/2020,16/11/2022,Software Engineer,Sales,72446.85,Female
19/07/2019,16/07/2022,Marketing Manager,Marketing,98222.87,Male
17/10/2022,26/12/2022,Marketing Manager,Design,34445.69,Male
28/10/2022,25/12/2022,Sales Representative,Engineering,41809.09,Male
01/01/2020,21/12/2020,Designer,Human Resources,76756.51,Male
15/02/2018,23/03/2020,Sales Representative,Sales,58805.95,Male
26/11/2022,23/12/2022,Software Engineer,Human Resources,64611.31,Male
26/06/2018,06/12/2021,Sales Representative,Product,57317.54,Female
05/06/2018,05/09/2020,Human Resources,Design,62117.75,Male
28/04/2020,22/11/2020,Sales Representative,Design,72572.25,Male
22/05/2020,22/12/2021,Human Resources,Data Science,58862.77,Female
07/10/2021,11/05/2022,Designer,Engineering,88389.61,Male
30/12/2022,30/12/2022,Designer,Data Science,50755.4,Female
09/02/2022,06/12/2022,Software Engineer,Data Science,105841.66,Female
11/03/2019,20/07/2020,Data Scientist,Engineering,34073.6,Male
08/02/2020,31/03/2021,Sales Representative,Engineering,63913,Male
20/04/2022,27/12/2022,Sales Representative,Marketing,31758.28,Female
29/04/2020,14/06/2022,Human Resources,Product,61120.49,Female
29/07/2018,13/06/2022,Human Resources,Design,110803,Male
24/10/2019,06/10/2021,Sales Representative,Data Science,49834.17,Female
05/06/2021,01/11/2021,Software Engineer,Design,67993.24,Male
02/09/2021,23/02/2022,Product Manager,Engineering,113640.99,Male
29/11/2018,20/04/2021,Product Manager,Data Science,67790.29,Male
17/04/2021,02/07/2022,Product Manager,Human Resources,54601.58,Female
10/01/2022,09/11/2022,Data Scientist,Sales,84166.11,Female
16/07/2022,29/09/2022,Human Resources,Sales,99268.91,Female
06/01/2021,01/06/2022,Human Resources,Human Resources,95426.75,Male
24/03/2018,01/08/2021,Marketing Manager,Human Resources,44626.59,Female
26/08/2018,17/07/2020,Marketing Manager,Data Science,49498.76,Male
16/11/2019,26/10/2021,Human Resources,Product,64480.57,Male
11/03/2021,11/08/2022,Human Resources,Sales,76987.8,Female
08/09/2022,09/12/2022,Software Engineer,Data Science,70633.22,Male
31/01/2020,25/10/2020,Marketing Manager,Product,78287.84,Male
15/05/2020,08/10/2022,Designer,Sales,61887.13,Female
23/02/2019,12/12/2020,Designer,Data Science,39732.24,Female
24/09/2018,09/06/2020,Product Manager,Design,107005.73,Female
14/12/2021,11/12/2022,Data Scientist,Data Science,44607.21,Male
25/10/2019,29/05/2020,Software Engineer,Marketing,78870.58,Male
04/10/2018,04/11/2020,Product Manager,Sales,60564.71,Female
13/07/2022,25/08/2022,Data Scientist,Sales,83252.89,Female
08/08/2020,14/03/2022,Sales Representative,Sales,132436.34,Female
26/06/2022,21/09/2022,Marketing Manager,Engineering,49407.22,Male
14/01/2021,26/01/2022,Product Manager,Engineering,94999.89,Male
10/09/2020,18/08/2022,Sales Representative,Sales,77442.74,Female
26/01/2020,14/01/2022,Designer,Data Science,81565.34,Female
25/11/2022,14/12/2022,Marketing Manager,Data Science,65578.62,Female
10/08/2020,07/05/2021,Data Scientist,Product,32522.23,Female
30/12/2021,05/01/2022,Product Manager,Product,65875.99,Male
13/12/2020,12/08/2022,Marketing Manager,Data Science,90538.56,Male
17/09/2018,20/06/2020,Sales Representative,Sales,25506.49,Female
